T,Headp_x,Headp_y,Headp_z,Headq_x,Headq_y,Headq_z,Headq_w,Leftp_x,Leftp_y,Leftp_z,Leftq_x,Leftq_y,Leftq_z,Leftq_w,Left_grip,Left_primary,Left_primary_x,Left_primary_y,Left_second,Left_second_x,Left_second_y,Rightp_x,Rightp_y,Rightp_z,Rightq_x,Rightq_y,Rightq_z,Rightq_w,Right_grip,Right_primary,Right_primary_x,Right_primary_y,Right_second,Right_second_x,Right_second_y,Eye_orix,Eye_oriy,Eye_oriz,Eye_dirx,Eye_diry,Eye_dirz,Eye_con,ntp_time,Pid
0.02000000,24.61668000,2.56743300,27.02317000,-0.00821675,-0.99791870,-0.05397384,0.03431644,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,32.76800000,1673863665.00000000,27.00000000
0.04000000,24.61695000,2.56756800,27.02425000,-0.00737054,-0.99798960,-0.05470786,0.03113641,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,32.76800000,1673863665.02702713,27.00000000
0.06000000,24.61671000,2.56736100,27.02418000,-0.00678161,-0.99804350,-0.05414046,0.03053004,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,32.76800000,1673863665.05405426,27.00000000
0.08000000,24.63382000,2.56962500,27.05677000,-0.01245188,-0.99769350,-0.05835868,0.03235481,24.83090000,1.59116100,27.01316000,0.26102130,-0.85286830,0.39379650,0.22227880,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,24.41010000,1.60071500,27.02713000,0.33682060,0.82875560,-0.37074450,0.24952850,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,32.76800000,1673863665.08108139,27.00000000
0.09999999,24.63382000,2.56962500,27.05677000,-0.01245188,-0.99769350,-0.05835868,0.03235481,24.83090000,1.59116100,27.01316000,0.26102130,-0.85286830,0.39379650,0.22227880,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,24.41010000,1.60071500,27.02713000,0.33682060,0.82875560,-0.37074450,0.24952850,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,32.76800000,1673863665.10810852,27.00000000
0.12000000,24.63583000,2.56990100,27.06062000,-0.01196708,-0.99772510,-0.05779029,0.03258501,24.83035000,1.59135100,27.01346000,0.26035580,-0.85290220,0.39303530,0.22426770,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,24.40886000,1.60061900,27.02649000,0.34120390,0.82709840,-0.37004710,0.25010660,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,32.76800000,1673863665.13513565,27.00000000
0.14000000,24.63582000,2.56924900,27.06096000,-0.01175735,-0.99773080,-0.05771494,0.03262084,24.83027000,1.59143700,27.01372000,0.25930130,-0.85310450,0.39373850,0.22348510,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,24.40899000,1.60046900,27.02713000,0.34376940,0.82645600,-0.36847590,0.25103520,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,24.62000000,2.57000000,27.07000000,-0.03000000,0.04000000,-1.00000000,32.76800000,1673863665.16216278,27.00000000
0.16000000,24.63545000,2.56928200,27.06124000,-0.01129370,-0.99768380,-0.05757942,0.03441153,24.83011000,1.59133100,27.01402000,0.25896640,-0.85313590,0.39392380,0.22342700,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,24.40883000,1.60060600,27.02674000,0.34605680,0.82595990,-0.36695760,0.25174810,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,24.61000000,2.57000000,27.07000000,-0.03000000,0.05000000,-1.00000000,32.76800000,1673863665.18918991,27.00000000
0.18000000,24.63468000,2.56906200,27.06031000,-0.01090345,-0.99765960,-0.05741073,0.03550457,24.82983000,1.59129200,27.01407000,0.25957040,-0.85293920,0.39346130,0.22429040,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,24.40909000,1.60058500,27.02726000,0.34534040,0.82610450,-0.36720410,0.25189780,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,24.60000000,2.57000000,27.07000000,-0.03000000,0.05000000,-1.00000000,32.76800000,1673863665.21621704,27.00000000
0.20000000,24.63468000,2.56906200,27.06031000,-0.01090345,-0.99765960,-0.05741073,0.03550457,24.82983000,1.59129200,27.01407000,0.25957040,-0.85293920,0.39346130,0.22429040,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,24.40909000,1.60058500,27.02726000,0.34534040,0.82610450,-0.36720410,0.25189780,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,24.60000000,2.57000000,27.07000000,-0.03000000,0.05000000,-1.00000000,32.76800000,1673863665.24324417,27.00000000
