T,Headp_x,Headp_y,Headp_z,Headq_x,Headq_y,Headq_z,Headq_w,Leftp_x,Leftp_y,Leftp_z,Leftq_x,Leftq_y,Leftq_z,Leftq_w,Left_grip,Left_primary,Left_primary_x,Left_primary_y,Left_second,Left_second_x,Left_second_y,Rightp_x,Rightp_y,Rightp_z,Rightq_x,Rightq_y,Rightq_z,Rightq_w,Right_grip,Right_primary,Right_primary_x,Right_primary_y,Right_second,Right_second_x,Right_second_y,Eye_orix,Eye_oriy,Eye_oriz,Eye_dirx,Eye_diry,Eye_dirz,Eye_con,ntp_time,Pid
0.02000000,-725.17450000,26.43996000,-1040.65900000,-0.02710633,0.93799700,-0.16668010,0.30272850,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673616593.00000000,16.00000000
0.04000000,-725.17660000,26.43884000,-1040.65000000,-0.02228613,0.94681780,-0.15684700,0.28006870,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673616593.02325583,16.00000000
0.06000000,-725.18230000,26.44012000,-1040.64500000,-0.01834524,0.95076370,-0.15399810,0.26832150,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673616593.04651165,16.00000000
0.08000000,-725.18170000,26.43923000,-1040.64300000,-0.01661620,0.95175400,-0.15352430,0.26517670,-724.89590000,26.17047000,-1040.89000000,-0.21547430,0.90058420,0.32281410,0.19572930,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.01990000,26.11636000,-1040.97300000,0.13592870,-0.96177600,-0.19649970,-0.13378400,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673616593.06976748,16.00000000
0.09999999,-725.18170000,26.43923000,-1040.64300000,-0.01661620,0.95175400,-0.15352430,0.26517670,-724.89590000,26.17047000,-1040.89000000,-0.21547430,0.90058420,0.32281410,0.19572930,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.01990000,26.11636000,-1040.97300000,0.13592870,-0.96177600,-0.19649970,-0.13378400,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673616593.09302330,16.00000000
0.12000000,-725.17560000,26.43690000,-1040.64000000,-0.00891724,0.95581190,-0.15090250,0.25213610,-724.90140000,26.17615000,-1040.89100000,-0.20406260,0.89987950,0.33362220,0.19305860,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.02340000,26.12321000,-1040.97100000,0.13219780,-0.96059770,-0.20650150,-0.13089290,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673616593.11627913,16.00000000
0.14000000,-725.17490000,26.43623000,-1040.63700000,-0.00556716,0.95741920,-0.15033950,0.24640550,-724.90410000,26.17905000,-1040.89200000,-0.19898670,0.89930280,0.33881920,0.19199000,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.02590000,26.12698000,-1040.97100000,0.13114230,-0.95992940,-0.21122070,-0.12931780,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.22000000,26.45000000,-1040.65000000,0.50000000,-0.63000000,-0.59000000,nan,1673616593.13953495,16.00000000
0.16000000,-725.17730000,26.43563000,-1040.63500000,-0.00147274,0.95920960,-0.14852060,0.24053370,-724.90720000,26.18230000,-1040.89300000,-0.19411860,0.89850620,0.34439760,0.19077490,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.02870000,26.13217000,-1040.97300000,0.13073880,-0.95905550,-0.21565860,-0.12888460,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.22000000,26.45000000,-1040.65000000,0.50000000,-0.64000000,-0.59000000,nan,1673616593.16279078,16.00000000
0.18000000,-725.17110000,26.43313000,-1040.63300000,0.00442000,0.96086030,-0.14748820,0.23446820,-724.91070000,26.18493000,-1040.89400000,-0.18987540,0.89747630,0.34978310,0.19009310,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.03120000,26.13698000,-1040.97400000,0.12947650,-0.95798550,-0.22162770,-0.12798730,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.22000000,26.45000000,-1040.64000000,0.48000000,-0.61000000,-0.63000000,nan,1673616593.18604660,16.00000000
0.20000000,-725.17110000,26.43313000,-1040.63300000,0.00442000,0.96086030,-0.14748820,0.23446820,-724.91070000,26.18493000,-1040.89400000,-0.18987540,0.89747630,0.34978310,0.19009310,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.03120000,26.13698000,-1040.97400000,0.12947650,-0.95798550,-0.22162770,-0.12798730,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.22000000,26.45000000,-1040.64000000,0.48000000,-0.61000000,-0.63000000,nan,1673616593.20930243,16.00000000
0.22000000,-725.17000000,26.43176000,-1040.63000000,0.00909248,0.96164580,-0.14943430,0.22983460,-724.91400000,26.18731000,-1040.89600000,-0.18632350,0.89691560,0.35341180,0.18954190,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.03390000,26.14187000,-1040.97500000,0.12712510,-0.95699950,-0.22830500,-0.12596820,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.22000000,26.45000000,-1040.63000000,0.46000000,-0.60000000,-0.65000000,nan,1673616593.23255825,16.00000000
0.24000000,-725.17030000,26.43002000,-1040.62800000,0.01426402,0.96277270,-0.14992780,0.22447020,-724.91740000,26.18925000,-1040.89700000,-0.18315300,0.89645130,0.35624470,0.18952520,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.03680000,26.14709000,-1040.97600000,0.12481700,-0.95598170,-0.23531880,-0.12306420,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.22000000,26.45000000,-1040.63000000,0.46000000,-0.61000000,-0.65000000,nan,1673616593.25581408,16.00000000
0.26000000,-725.16900000,26.42871000,-1040.62500000,0.01861469,0.96311220,-0.15316650,0.22047320,-724.92110000,26.19116000,-1040.89800000,-0.18056250,0.89624640,0.35768750,0.19026080,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.04030000,26.15272000,-1040.97700000,0.12304970,-0.95474590,-0.24291260,-0.11963470,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.22000000,26.45000000,-1040.62000000,0.43000000,-0.59000000,-0.68000000,nan,1673616593.27906990,16.00000000
0.28000000,-725.17180000,26.42830000,-1040.62500000,0.02087610,0.96362150,-0.15311380,0.21806890,-724.92310000,26.19176000,-1040.89900000,-0.17914260,0.89605950,0.35804200,0.19181030,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.04230000,26.15568000,-1040.97700000,0.12268870,-0.95405890,-0.24664180,-0.11784300,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.22000000,26.45000000,-1040.62000000,0.43000000,-0.58000000,-0.69000000,0.21404250,1673616593.30232573,16.00000000
0.30000000,-725.17180000,26.42830000,-1040.62500000,0.02087610,0.96362150,-0.15311380,0.21806890,-724.92310000,26.19176000,-1040.89900000,-0.17914260,0.89605950,0.35804200,0.19181030,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.04230000,26.15568000,-1040.97700000,0.12268870,-0.95405890,-0.24664180,-0.11784300,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.22000000,26.45000000,-1040.62000000,0.43000000,-0.58000000,-0.69000000,0.21404250,1673616593.32558155,16.00000000
0.32000000,-725.17110000,26.42715000,-1040.62300000,0.02526533,0.96430740,-0.15405140,0.21387160,-724.92790000,26.19367000,-1040.90000000,-0.17616540,0.89552520,0.35985080,0.19366970,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.04620000,26.16115000,-1040.97800000,0.12161690,-0.95271510,-0.25361160,-0.11499750,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-725.21000000,26.45000000,-1040.62000000,0.43000000,-0.58000000,-0.70000000,0.21939000,1673616593.34883738,16.00000000
