T,Headp_x,Headp_y,Headp_z,Headq_x,Headq_y,Headq_z,Headq_w,Leftp_x,Leftp_y,Leftp_z,Leftq_x,Leftq_y,Leftq_z,Leftq_w,Left_grip,Left_primary,Left_primary_x,Left_primary_y,Left_second,Left_second_x,Left_second_y,Rightp_x,Rightp_y,Rightp_z,Rightq_x,Rightq_y,Rightq_z,Rightq_w,Right_grip,Right_primary,Right_primary_x,Right_primary_y,Right_second,Right_second_x,Right_second_y,Eye_orix,Eye_oriy,Eye_oriz,Eye_dirx,Eye_diry,Eye_dirz,Eye_con,ntp_time,Pid
0.02000000,-0.35244770,2.31662100,-0.32479920,0.08907987,-0.72299830,-0.05007650,-0.68325020,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673612671.00000000,14.00000000
0.04000000,-0.35270210,2.31654400,-0.32630830,0.08774990,-0.73194480,-0.05149386,-0.67372490,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673612671.05555558,14.00000000
0.06000000,-0.35298750,2.31658000,-0.32681270,0.08719828,-0.73533820,-0.05174508,-0.67007230,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,3.66535800,1673612671.11111116,14.00000000
0.08000000,-0.35320230,2.31649000,-0.32746020,0.08675013,-0.73883870,-0.05186579,-0.66625960,-0.33839870,1.49605700,0.04631326,0.23436730,0.26895470,-0.36751630,0.85887560,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-0.24062550,1.52607900,-0.90769610,-0.36287560,-0.77265270,0.20452220,-0.47906150,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673612671.16666675,14.00000000
0.09999999,-0.35320230,2.31649000,-0.32746020,0.08675013,-0.73883870,-0.05186579,-0.66625960,-0.33839870,1.49605700,0.04631326,0.23436730,0.26895470,-0.36751630,0.85887560,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-0.24062550,1.52607900,-0.90769610,-0.36287560,-0.77265270,0.20452220,-0.47906150,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673612671.22222233,14.00000000
0.12000000,-0.35370710,2.31634500,-0.32803720,0.08618823,-0.74359660,-0.05225020,-0.66098840,-0.33531550,1.49597200,0.04565951,0.23283400,0.27255350,-0.36773090,0.85806580,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-0.25166220,1.52631900,-0.91660230,-0.36202370,-0.77447730,0.20594600,-0.47614100,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,32.76800000,1673612671.27777791,14.00000000
0.14000000,-0.35397700,2.31630700,-0.32848530,0.08604576,-0.74598660,-0.05252467,-0.65828660,-0.33407260,1.49626000,0.04561111,0.23195960,0.27422030,-0.36799010,0.85766050,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-0.25692050,1.52617000,-0.91990260,-0.36172500,-0.77549550,0.20646210,-0.47448420,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-0.40000000,2.32000000,-0.35000000,0.80000000,0.04000000,-0.59000000,nan,1673612671.33333349,14.00000000
0.16000000,-0.35431670,2.31626000,-0.32876700,0.08608099,-0.74842040,-0.05274498,-0.65549610,-0.33263660,1.49631000,0.04539129,0.23117120,0.27613070,-0.36848350,0.85704830,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-0.26149310,1.52648500,-0.92398430,-0.36146680,-0.77663360,0.20683470,-0.47265370,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-0.40000000,2.32000000,-0.35000000,0.81000000,0.07000000,-0.59000000,nan,1673612671.38888907,14.00000000
0.18000000,-0.35475160,2.31621400,-0.32946780,0.08603616,-0.75213120,-0.05298169,-0.65122150,-0.33013590,1.49592700,0.04447505,0.23024400,0.27874910,-0.36858050,0.85640840,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-0.26907910,1.52677100,-0.93049300,-0.36077690,-0.77830880,0.20753890,-0.47010980,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-0.40000000,2.32000000,-0.34000000,0.80000000,0.03000000,-0.59000000,32.76800000,1673612671.44444466,14.00000000
0.20000000,-0.35475160,2.31621400,-0.32946780,0.08603616,-0.75213120,-0.05298169,-0.65122150,-0.33013590,1.49592700,0.04447505,0.23024400,0.27874910,-0.36858050,0.85640840,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-0.26907910,1.52677100,-0.93049300,-0.36077690,-0.77830880,0.20753890,-0.47010980,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,-0.40000000,2.32000000,-0.34000000,0.80000000,0.03000000,-0.59000000,32.76800000,1673612671.50000024,14.00000000
