T,Headp_x,Headp_y,Headp_z,Headq_x,Headq_y,Headq_z,Headq_w,Leftp_x,Leftp_y,Leftp_z,Leftq_x,Leftq_y,Leftq_z,Leftq_w,Left_grip,Left_primary,Left_primary_x,Left_primary_y,Left_second,Left_second_x,Left_second_y,Rightp_x,Rightp_y,Rightp_z,Rightq_x,Rightq_y,Rightq_z,Rightq_w,Right_grip,Right_primary,Right_primary_x,Right_primary_y,Right_second,Right_second_x,Right_second_y,Eye_orix,Eye_oriy,Eye_oriz,Eye_dirx,Eye_diry,Eye_dirz,Eye_con,ntp_time,Pid
0.58000000,8.75535800,2.37461100,4.66548300,-0.01504382,0.99378190,0.10408160,0.03658215,8.82428000,1.40434500,4.56012700,-0.34176390,0.83690500,-0.27957430,-0.32345890,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.54352900,1.40952800,4.57003100,0.15647060,0.90787550,-0.38749210,0.03359802,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.74000000,2.37000000,4.71000000,0.08000000,0.05000000,-1.00000000,3.97824500,1673529188.00000000,10.00000000
0.60000000,8.75535800,2.37461100,4.66548300,-0.01504382,0.99378190,0.10408160,0.03658215,8.82428000,1.40434500,4.56012700,-0.34176390,0.83690500,-0.27957430,-0.32345890,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.54352900,1.40952800,4.57003100,0.15647060,0.90787550,-0.38749210,0.03359802,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.74000000,2.37000000,4.71000000,0.08000000,0.05000000,-1.00000000,3.97824500,1673529188.02083325,10.00000000
0.61999990,8.75843100,2.37410900,4.66174200,-0.01342343,0.99384530,0.10260960,0.03952990,8.82635000,1.40032200,4.56292500,-0.33988610,0.83064940,-0.29119630,-0.33121560,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.54496600,1.40517800,4.57845400,0.15793920,0.90233870,-0.39903470,0.04014067,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.78000000,2.37000000,4.70000000,0.06000000,0.06000000,-1.00000000,25.61931000,1673529188.04166651,10.00000000
0.63999990,8.76372500,2.37314800,4.65572100,-0.00975271,0.99390880,0.09986746,0.04557155,8.83063200,1.39310100,4.56789600,-0.33122860,0.82053850,-0.31598640,-0.34228200,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.54814000,1.39698000,4.59561400,0.16042150,0.89105190,-0.42143710,0.05179066,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.78000000,2.37000000,4.70000000,0.07000000,0.06000000,-1.00000000,5.41921900,1673529188.06249976,10.00000000
0.65999990,8.76713700,2.37253200,4.65173100,-0.00790753,0.99395660,0.09784968,0.04912466,8.83421500,1.39063100,4.56842800,-0.32296520,0.81975160,-0.32942790,-0.33937890,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.54955500,1.39366300,4.60398700,0.16247940,0.88537080,-0.43157320,0.05885260,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673529188.08333302,10.00000000
0.67999990,8.77057200,2.37191900,4.64821100,-0.00608777,0.99396460,0.09589152,0.05293551,8.83768700,1.38809600,4.56861100,-0.31585760,0.81865440,-0.34114410,-0.33713470,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.55125000,1.39038500,4.61251700,0.16432750,0.87967990,-0.44151570,0.06498963,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673529188.10416627,10.00000000
0.69999990,8.77057200,2.37191900,4.64821100,-0.00608777,0.99396460,0.09589152,0.05293551,8.83768700,1.38809600,4.56861100,-0.31585760,0.81865440,-0.34114410,-0.33713470,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.55125000,1.39038500,4.61251700,0.16432750,0.87967990,-0.44151570,0.06498963,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673529188.12499952,10.00000000
0.71999980,8.76845200,2.37440200,4.65494800,-0.00246554,0.99348870,0.09438094,0.06376791,8.84613200,1.38511000,4.57025300,-0.30301130,0.81756320,-0.35933080,-0.33264980,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.55376600,1.38403700,4.62904000,0.16830550,0.86806580,-0.46064620,0.07707243,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673529188.14583278,10.00000000
0.73999980,8.77227400,2.37400800,4.65169700,-0.00069984,0.99341820,0.09189938,0.06836998,8.85044300,1.38430400,4.56701200,-0.29607910,0.82122730,-0.36308170,-0.32572160,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.55515500,1.38202000,4.63649700,0.17171140,0.86307620,-0.46797050,0.08135293,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673529188.16666603,10.00000000
0.75999980,8.77629000,2.37373600,4.64729600,0.00101666,0.99334750,0.08929692,0.07270315,8.85493400,1.38379800,4.56323100,-0.29071100,0.82510260,-0.36529540,-0.31820150,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.55593900,1.38006900,4.64374800,0.17375050,0.85820410,-0.47553130,0.08465586,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673529188.18749928,10.00000000
0.77999980,8.78415800,2.37333000,4.64075800,0.00466045,0.99303420,0.08426258,0.08222671,8.86361100,1.38192900,4.55696300,-0.27991150,0.83004080,-0.37313210,-0.30570290,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.55811900,1.37635100,4.65784700,0.17744680,0.84903250,-0.48942620,0.09010278,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673529188.20833254,10.00000000
0.79999980,8.78415800,2.37333000,4.64075800,0.00466045,0.99303420,0.08426258,0.08222671,8.86361100,1.38192900,4.55696300,-0.27991150,0.83004080,-0.37313210,-0.30570290,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.55811900,1.37635100,4.65784700,0.17744680,0.84903250,-0.48942620,0.09010278,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,1673529188.22916579,10.00000000
0.81999980,8.78850400,2.37353100,4.63742600,0.00671789,0.99274020,0.08182759,0.08789837,8.86904700,1.38216300,4.55161600,-0.27520750,0.83509140,-0.37376560,-0.29526670,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.55861900,1.37583500,4.66353900,0.17966490,0.84521290,-0.49522800,0.08991605,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.81000000,2.36000000,4.67000000,0.53000000,-0.04000000,-0.85000000,nan,1673529188.24999905,10.00000000
0.83999970,8.79296300,2.37382600,4.63407500,0.00873610,0.99235170,0.07979754,0.09377817,8.87499200,1.38242100,4.54622500,-0.27029980,0.83917770,-0.37690050,-0.28401570,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.55941800,1.37538200,4.66901900,0.18067790,0.84162440,-0.50124700,0.08817804,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.80000000,2.37000000,4.68000000,0.56000000,-0.02000000,-0.83000000,nan,1673529188.27083230,10.00000000
0.85999970,8.80193000,2.37416900,4.62740400,0.01246630,0.99140290,0.07615969,0.10566250,8.88629300,1.38257200,4.53721500,-0.26052870,0.84584770,-0.38350020,-0.26380710,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.56074100,1.37466800,4.67997200,0.18243710,0.83386310,-0.51389260,0.08545966,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.81000000,2.36000000,4.67000000,0.56000000,-0.02000000,-0.83000000,nan,1673529188.29166555,10.00000000
0.87999970,8.80680200,2.37416600,4.62409100,0.01428643,0.99075850,0.07465599,0.11233900,8.89269100,1.38306200,4.53225600,-0.25672500,0.84866430,-0.38728250,-0.25273220,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.56137900,1.37482400,4.68480300,0.18189220,0.83037200,-0.52035930,0.08138671,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,8.80000000,2.36000000,4.67000000,0.55000000,-0.04000000,-0.83000000,5.07445400,1673529188.31249881,10.00000000
