T,Headp_x,Headp_y,Headp_z,Headq_x,Headq_y,Headq_z,Headq_w,Leftp_x,Leftp_y,Leftp_z,Leftq_x,Leftq_y,Leftq_z,Leftq_w,Left_grip,Left_primary,Left_primary_x,Left_primary_y,Left_second,Left_second_x,Left_second_y,Rightp_x,Rightp_y,Rightp_z,Rightq_x,Rightq_y,Rightq_z,Rightq_w,Right_grip,Right_primary,Right_primary_x,Right_primary_y,Right_second,Right_second_x,Right_second_y,Eye_orix,Eye_oriy,Eye_oriz,Eye_dirx,Eye_diry,Eye_dirz,Eye_con,ntp_time,Pid
0.02000000,7.65682200,2.25219800,5.75493400,-0.03171602,-0.18560270,-0.03398894,0.98152460,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,0.87917660,1673528004.00000000,9.00000000
0.04000000,7.65090600,2.25291200,5.75652500,-0.03462944,-0.19823950,-0.02930184,0.97910330,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,1.93787900,1673528004.03333330,9.00000000
0.06000000,7.64903000,2.25308600,5.75698500,-0.03578948,-0.20064780,-0.02697879,0.97863770,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,2.17092700,1673528004.06666660,9.00000000
0.08000000,7.64843800,2.25312400,5.75735400,-0.03601592,-0.20112110,-0.02621435,0.97855300,7.35913400,1.41173900,5.92099200,0.18812980,0.03712367,-0.37643410,0.90638100,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,7.77362000,1.34245600,5.94346200,0.18897510,-0.32136410,0.25587470,0.89193150,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,1.97020800,1673528004.09999990,9.00000000
0.09999999,7.64843800,2.25312400,5.75735400,-0.03601592,-0.20112110,-0.02621435,0.97855300,7.35913400,1.41173900,5.92099200,0.18812980,0.03712367,-0.37643410,0.90638100,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,7.77362000,1.34245600,5.94346200,0.18897510,-0.32136410,0.25587470,0.89193150,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,1.97020800,1673528004.13333321,9.00000000
0.12000000,7.64723000,2.25314900,5.75903500,-0.03625297,-0.20161640,-0.02512704,0.97847090,7.35834400,1.41197000,5.92040500,0.18946570,0.03610865,-0.37587120,0.90637730,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,7.77316700,1.34252600,5.94482400,0.18828270,-0.32197570,0.25611430,0.89178850,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,nan,nan,nan,nan,nan,nan,1.92056400,1673528004.16666651,9.00000000
0.14000000,7.64728200,2.25322800,5.75871500,-0.03643209,-0.20159180,-0.02480367,0.97847750,7.36136100,1.40915600,5.91553700,0.18990090,0.03634718,-0.37572540,0.90633710,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,7.77293700,1.34273100,5.94474400,0.18794370,-0.32204700,0.25652130,0.89171730,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,7.67000000,2.25000000,5.72000000,-0.49000000,0.08000000,0.87000000,1.95599300,1673528004.19999981,9.00000000
0.16000000,7.64702000,2.25318800,5.75902800,-0.03647663,-0.20135930,-0.02440532,0.97853370,7.36374900,1.40644000,5.91077800,0.19040160,0.03642537,-0.37536220,0.90637950,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,7.77231500,1.34285200,5.94529900,0.18775870,-0.32262980,0.25673850,0.89148310,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,7.66000000,2.25000000,5.72000000,-0.49000000,0.08000000,0.87000000,2.13460600,1673528004.23333311,9.00000000
0.18000000,7.64660700,2.25311000,5.75963400,-0.03636993,-0.20084350,-0.02379847,0.97865870,7.36602900,1.40404500,5.90629600,0.19086160,0.03598961,-0.37497400,0.90646080,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,7.77172500,1.34320500,5.94660900,0.18761560,-0.32363110,0.25709460,0.89104750,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,7.69000000,2.25000000,5.74000000,-0.52000000,0.07000000,0.85000000,15.91582000,1673528004.26666641,9.00000000
0.20000000,7.64660700,2.25311000,5.75963400,-0.03636993,-0.20084350,-0.02379847,0.97865870,7.36602900,1.40404500,5.90629600,0.19086160,0.03598961,-0.37497400,0.90646080,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,7.77172500,1.34320500,5.94660900,0.18761560,-0.32363110,0.25709460,0.89104750,nan,nan,0.00000000,0.00000000,nan,0.00000000,0.00000000,7.69000000,2.25000000,5.74000000,-0.52000000,0.07000000,0.85000000,15.91582000,1673528004.29999971,9.00000000
